,acc,alpha,attack_method,epsilon,label,smoothing_method,temperature
0,0.5639097744360902,0.0,FGSM,0.01,0,adversarial,
1,0.9656019656019657,0.0,FGSM,0.01,1,adversarial,
2,0.7993527508090615,0.0,FGSM,0.01,2,adversarial,
3,0.5754716981132075,0.0,FGSM,0.01,3,adversarial,
4,0.7309644670050761,0.0,FGSM,0.01,4,adversarial,
5,0.6847290640394089,0.0,FGSM,0.01,5,adversarial,
6,0.47019867549668876,0.0,FGSM,0.01,6,adversarial,
7,0.54421768707483,0.0,FGSM,0.01,7,adversarial,
8,0.391304347826087,0.0,FGSM,0.01,8,adversarial,
9,0.5396825396825397,0.0,FGSM,0.01,9,adversarial,
10,0.692,0.0,FGSM,0.01,10,adversarial,
11,0.3007518796992481,0.0,FGSM,0.05,0,adversarial,
12,0.8427518427518428,0.0,FGSM,0.05,1,adversarial,
13,0.5631067961165048,0.0,FGSM,0.05,2,adversarial,
14,0.25471698113207547,0.0,FGSM,0.05,3,adversarial,
15,0.5025380710659898,0.0,FGSM,0.05,4,adversarial,
16,0.41379310344827586,0.0,FGSM,0.05,5,adversarial,
17,0.23178807947019867,0.0,FGSM,0.05,6,adversarial,
18,0.2585034013605442,0.0,FGSM,0.05,7,adversarial,
19,0.1826086956521739,0.0,FGSM,0.05,8,adversarial,
20,0.24603174603174602,0.0,FGSM,0.05,9,adversarial,
21,0.4595,0.0,FGSM,0.05,10,adversarial,
22,0.15789473684210525,0.0,FGSM,0.1,0,adversarial,
23,0.6388206388206388,0.0,FGSM,0.1,1,adversarial,
24,0.39158576051779936,0.0,FGSM,0.1,2,adversarial,
25,0.12264150943396226,0.0,FGSM,0.1,3,adversarial,
26,0.28426395939086296,0.0,FGSM,0.1,4,adversarial,
27,0.18719211822660098,0.0,FGSM,0.1,5,adversarial,
28,0.09933774834437085,0.0,FGSM,0.1,6,adversarial,
29,0.08163265306122448,0.0,FGSM,0.1,7,adversarial,
30,0.06086956521739131,0.0,FGSM,0.1,8,adversarial,
31,0.0873015873015873,0.0,FGSM,0.1,9,adversarial,
32,0.2835,0.0,FGSM,0.1,10,adversarial,
33,0.022556390977443608,0.0,FGSM,0.2,0,adversarial,
34,0.257985257985258,0.0,FGSM,0.2,1,adversarial,
35,0.2815533980582524,0.0,FGSM,0.2,2,adversarial,
36,0.04245283018867924,0.0,FGSM,0.2,3,adversarial,
37,0.1116751269035533,0.0,FGSM,0.2,4,adversarial,
38,0.07881773399014778,0.0,FGSM,0.2,5,adversarial,
39,0.006622516556291391,0.0,FGSM,0.2,6,adversarial,
40,0.02040816326530612,0.0,FGSM,0.2,7,adversarial,
41,0.008695652173913044,0.0,FGSM,0.2,8,adversarial,
42,0.015873015873015872,0.0,FGSM,0.2,9,adversarial,
43,0.1245,0.0,FGSM,0.2,10,adversarial,
44,0.007518796992481203,0.0,FGSM,0.3,0,adversarial,
45,0.10565110565110565,0.0,FGSM,0.3,1,adversarial,
46,0.32362459546925565,0.0,FGSM,0.3,2,adversarial,
47,0.05188679245283019,0.0,FGSM,0.3,3,adversarial,
48,0.05583756345177665,0.0,FGSM,0.3,4,adversarial,
49,0.15270935960591134,0.0,FGSM,0.3,5,adversarial,
50,0.0,0.0,FGSM,0.3,6,adversarial,
51,0.0,0.0,FGSM,0.3,7,adversarial,
52,0.0,0.0,FGSM,0.3,8,adversarial,
53,0.007936507936507936,0.0,FGSM,0.3,9,adversarial,
54,0.099,0.0,FGSM,0.3,10,adversarial,
55,0.007518796992481203,0.0,FGSM,0.4,0,adversarial,
56,0.06633906633906633,0.0,FGSM,0.4,1,adversarial,
57,0.37540453074433655,0.0,FGSM,0.4,2,adversarial,
58,0.08018867924528301,0.0,FGSM,0.4,3,adversarial,
59,0.05583756345177665,0.0,FGSM,0.4,4,adversarial,
60,0.21182266009852216,0.0,FGSM,0.4,5,adversarial,
61,0.013245033112582781,0.0,FGSM,0.4,6,adversarial,
62,0.0,0.0,FGSM,0.4,7,adversarial,
63,0.0,0.0,FGSM,0.4,8,adversarial,
64,0.0,0.0,FGSM,0.4,9,adversarial,
65,0.1085,0.0,FGSM,0.4,10,adversarial,
66,0.5639097744360902,0.0,BIM,0.01,0,adversarial,
67,0.9631449631449631,0.0,BIM,0.01,1,adversarial,
68,0.7993527508090615,0.0,BIM,0.01,2,adversarial,
69,0.5754716981132075,0.0,BIM,0.01,3,adversarial,
70,0.7309644670050761,0.0,BIM,0.01,4,adversarial,
71,0.6847290640394089,0.0,BIM,0.01,5,adversarial,
72,0.46357615894039733,0.0,BIM,0.01,6,adversarial,
73,0.54421768707483,0.0,BIM,0.01,7,adversarial,
74,0.391304347826087,0.0,BIM,0.01,8,adversarial,
75,0.5317460317460317,0.0,BIM,0.01,9,adversarial,
76,0.6905,0.0,BIM,0.01,10,adversarial,
77,0.2781954887218045,0.0,BIM,0.05,0,adversarial,
78,0.7813267813267813,0.0,BIM,0.05,1,adversarial,
79,0.5275080906148867,0.0,BIM,0.05,2,adversarial,
80,0.21226415094339623,0.0,BIM,0.05,3,adversarial,
81,0.4517766497461929,0.0,BIM,0.05,4,adversarial,
82,0.35960591133004927,0.0,BIM,0.05,5,adversarial,
83,0.2185430463576159,0.0,BIM,0.05,6,adversarial,
84,0.23129251700680273,0.0,BIM,0.05,7,adversarial,
85,0.1826086956521739,0.0,BIM,0.05,8,adversarial,
86,0.2222222222222222,0.0,BIM,0.05,9,adversarial,
87,0.4205,0.0,BIM,0.05,10,adversarial,
88,0.11278195488721804,0.0,BIM,0.1,0,adversarial,
89,0.43243243243243246,0.0,BIM,0.1,1,adversarial,
90,0.2459546925566343,0.0,BIM,0.1,2,adversarial,
91,0.07547169811320754,0.0,BIM,0.1,3,adversarial,
92,0.19289340101522842,0.0,BIM,0.1,4,adversarial,
93,0.13793103448275862,0.0,BIM,0.1,5,adversarial,
94,0.07947019867549669,0.0,BIM,0.1,6,adversarial,
