,acc,alpha,attack_method,epsilon,label,smoothing_method,temperature
0,0.9888268156424581,0.0,FGSM,0.0,0,a,
1,0.9930624380574826,0.0,FGSM,0.0,1,a,
2,0.982532751091703,0.0,FGSM,0.0,2,a,
3,0.9856035437430787,0.0,FGSM,0.0,3,a,
4,0.9827981651376146,0.0,FGSM,0.0,4,a,
5,0.9826086956521739,0.0,FGSM,0.0,5,a,
6,0.981630309988519,0.0,FGSM,0.0,6,a,
7,0.9784714747039828,0.0,FGSM,0.0,7,a,
8,0.9785310734463277,0.0,FGSM,0.0,8,a,
9,0.9748633879781421,0.0,FGSM,0.0,9,a,
10,0.983,0.0,FGSM,0.0,10,a,
11,0.9720670391061452,0.0,FGSM,0.024999999999999998,0,a,
12,0.9841427155599604,0.0,FGSM,0.024999999999999998,1,a,
13,0.9323144104803494,0.0,FGSM,0.024999999999999998,2,a,
14,0.9401993355481728,0.0,FGSM,0.024999999999999998,3,a,
15,0.9403669724770642,0.0,FGSM,0.024999999999999998,4,a,
16,0.9254658385093167,0.0,FGSM,0.024999999999999998,5,a,
17,0.9483352468427095,0.0,FGSM,0.024999999999999998,6,a,
18,0.9278794402583423,0.0,FGSM,0.024999999999999998,7,a,
19,0.9254237288135593,0.0,FGSM,0.024999999999999998,8,a,
20,0.9114754098360656,0.0,FGSM,0.024999999999999998,9,a,
21,0.9413333333333334,0.0,FGSM,0.024999999999999998,10,a,
22,0.9262569832402234,0.0,FGSM,0.049999999999999996,0,a,
23,0.9167492566897919,0.0,FGSM,0.049999999999999996,1,a,
24,0.8231441048034934,0.0,FGSM,0.049999999999999996,2,a,
25,0.831672203765227,0.0,FGSM,0.049999999999999996,3,a,
26,0.8302752293577982,0.0,FGSM,0.049999999999999996,4,a,
27,0.8049689440993789,0.0,FGSM,0.049999999999999996,5,a,
28,0.8610792192881745,0.0,FGSM,0.049999999999999996,6,a,
29,0.8105489773950484,0.0,FGSM,0.049999999999999996,7,a,
30,0.7548022598870057,0.0,FGSM,0.049999999999999996,8,a,
31,0.7398907103825136,0.0,FGSM,0.049999999999999996,9,a,
32,0.831,0.0,FGSM,0.049999999999999996,10,a,
33,0.8189944134078212,0.0,FGSM,0.075,0,a,
34,0.5817641228939544,0.0,FGSM,0.075,1,a,
35,0.62117903930131,0.0,FGSM,0.075,2,a,
36,0.6666666666666666,0.0,FGSM,0.075,3,a,
37,0.625,0.0,FGSM,0.075,4,a,
38,0.5850931677018634,0.0,FGSM,0.075,5,a,
39,0.7072330654420207,0.0,FGSM,0.075,6,a,
40,0.527448869752422,0.0,FGSM,0.075,7,a,
41,0.45084745762711864,0.0,FGSM,0.075,8,a,
42,0.3584699453551913,0.0,FGSM,0.075,9,a,
43,0.5933333333333334,0.0,FGSM,0.075,10,a,
44,0.6122905027932961,0.0,FGSM,0.09999999999999999,0,a,
45,0.14469772051536176,0.0,FGSM,0.09999999999999999,1,a,
46,0.40065502183406115,0.0,FGSM,0.09999999999999999,2,a,
47,0.4130675526024363,0.0,FGSM,0.09999999999999999,3,a,
48,0.36123853211009177,0.0,FGSM,0.09999999999999999,4,a,
49,0.3217391304347826,0.0,FGSM,0.09999999999999999,5,a,
50,0.47416762342135477,0.0,FGSM,0.09999999999999999,6,a,
