,acc,alpha,attack_method,epsilon,label,smoothing_method,temperature
0,0.5754189944134078,0.0,DeepFool,1,0,standard,
1,0.05649157581764123,0.0,DeepFool,1,1,standard,
2,0.1648471615720524,0.0,DeepFool,1,2,standard,
3,0.06866002214839424,0.0,DeepFool,1,3,standard,
4,0.07339449541284404,0.0,DeepFool,1,4,standard,
5,0.11180124223602485,0.0,DeepFool,1,5,standard,
6,0.0642939150401837,0.0,DeepFool,1,6,standard,
7,0.06996770721205597,0.0,DeepFool,1,7,standard,
8,0.44180790960451977,0.0,DeepFool,1,8,standard,
9,0.1355191256830601,0.0,DeepFool,1,9,standard,
10,0.175,0.0,DeepFool,1,10,standard,
