,acc,alpha,attack_method,epsilon,label,smoothing_method,temperature
0,0.388671875,0.0,FGSM,0.01,0,adversarial,
1,0.4,0.0,FGSM,0.01,1,adversarial,
2,0.07172131147540983,0.0,FGSM,0.01,2,adversarial,
3,0.003976143141153081,0.0,FGSM,0.01,3,adversarial,
4,0.23935091277890466,0.0,FGSM,0.01,4,adversarial,
5,0.326171875,0.0,FGSM,0.01,5,adversarial,
6,0.6365422396856582,0.0,FGSM,0.01,6,adversarial,
7,0.12673267326732673,0.0,FGSM,0.01,7,adversarial,
8,0.5141129032258065,0.0,FGSM,0.01,8,adversarial,
9,0.39630390143737165,0.0,FGSM,0.01,9,adversarial,
10,0.311,0.0,FGSM,0.01,10,adversarial,
11,0.35546875,0.0,FGSM,0.05,0,adversarial,
12,0.3333333333333333,0.0,FGSM,0.05,1,adversarial,
13,0.055327868852459015,0.0,FGSM,0.05,2,adversarial,
14,0.0019880715705765406,0.0,FGSM,0.05,3,adversarial,
15,0.20689655172413793,0.0,FGSM,0.05,4,adversarial,
16,0.2734375,0.0,FGSM,0.05,5,adversarial,
17,0.5893909626719057,0.0,FGSM,0.05,6,adversarial,
18,0.10495049504950495,0.0,FGSM,0.05,7,adversarial,
19,0.4657258064516129,0.0,FGSM,0.05,8,adversarial,
20,0.3470225872689938,0.0,FGSM,0.05,9,adversarial,
21,0.274,0.0,FGSM,0.05,10,adversarial,
22,0.3046875,0.0,FGSM,0.1,0,adversarial,
23,0.2545454545454545,0.0,FGSM,0.1,1,adversarial,
24,0.0389344262295082,0.0,FGSM,0.1,2,adversarial,
25,0.0,0.0,FGSM,0.1,3,adversarial,
26,0.17647058823529413,0.0,FGSM,0.1,4,adversarial,
27,0.228515625,0.0,FGSM,0.1,5,adversarial,
28,0.5324165029469549,0.0,FGSM,0.1,6,adversarial,
29,0.08316831683168317,0.0,FGSM,0.1,7,adversarial,
30,0.39919354838709675,0.0,FGSM,0.1,8,adversarial,
31,0.31211498973305957,0.0,FGSM,0.1,9,adversarial,
32,0.2336,0.0,FGSM,0.1,10,adversarial,
33,0.23046875,0.0,FGSM,0.2,0,adversarial,
34,0.16363636363636364,0.0,FGSM,0.2,1,adversarial,
35,0.030737704918032786,0.0,FGSM,0.2,2,adversarial,
36,0.0,0.0,FGSM,0.2,3,adversarial,
37,0.12778904665314403,0.0,FGSM,0.2,4,adversarial,
38,0.1484375,0.0,FGSM,0.2,5,adversarial,
39,0.46954813359528486,0.0,FGSM,0.2,6,adversarial,
40,0.05148514851485148,0.0,FGSM,0.2,7,adversarial,
41,0.2721774193548387,0.0,FGSM,0.2,8,adversarial,
42,0.24845995893223818,0.0,FGSM,0.2,9,adversarial,
43,0.1748,0.0,FGSM,0.2,10,adversarial,
44,0.154296875,0.0,FGSM,0.3,0,adversarial,
45,0.1191919191919192,0.0,FGSM,0.3,1,adversarial,
46,0.020491803278688523,0.0,FGSM,0.3,2,adversarial,
47,0.0,0.0,FGSM,0.3,3,adversarial,
48,0.07505070993914807,0.0,FGSM,0.3,4,adversarial,
49,0.107421875,0.0,FGSM,0.3,5,adversarial,
50,0.37524557956778,0.0,FGSM,0.3,6,adversarial,
51,0.03564356435643564,0.0,FGSM,0.3,7,adversarial,
52,0.18951612903225806,0.0,FGSM,0.3,8,adversarial,
53,0.20944558521560575,0.0,FGSM,0.3,9,adversarial,
54,0.129,0.0,FGSM,0.3,10,adversarial,
55,0.10546875,0.0,FGSM,0.4,0,adversarial,
56,0.1191919191919192,0.0,FGSM,0.4,1,adversarial,
57,0.012295081967213115,0.0,FGSM,0.4,2,adversarial,
58,0.0,0.0,FGSM,0.4,3,adversarial,
59,0.0486815415821501,0.0,FGSM,0.4,4,adversarial,
