,acc,alpha,epsilon,kind,temperature
0,0.670625,0.0,0.0,adversarial,0
1,0.5427083333333333,0.0,0.1,adversarial,0
2,0.42375,0.0,0.2,adversarial,0
3,0.323125,0.0,0.3,adversarial,0
4,0.23479166666666668,0.0,0.4,adversarial,0
5,0.165,0.0,0.5,adversarial,0
6,0.10708333333333334,0.0,0.6,adversarial,0
7,0.059583333333333335,0.0,0.7,adversarial,0
8,0.025208333333333333,0.0,0.8,adversarial,0
9,0.005833333333333334,0.0,0.9,adversarial,0
10,0.0,0.0,1.0,adversarial,0
11,0.6625,0.1,0.0,adversarial,0
12,0.596875,0.1,0.1,adversarial,0
13,0.5283333333333333,0.1,0.2,adversarial,0
14,0.4714583333333333,0.1,0.3,adversarial,0
15,0.4064583333333333,0.1,0.4,adversarial,0
16,0.343125,0.1,0.5,adversarial,0
17,0.2814583333333333,0.1,0.6,adversarial,0
18,0.22458333333333333,0.1,0.7,adversarial,0
19,0.1725,0.1,0.8,adversarial,0
20,0.12708333333333333,0.1,0.9,adversarial,0
21,0.09083333333333334,0.1,1.0,adversarial,0
22,0.6579166666666667,0.2,0.0,adversarial,0
23,0.58125,0.2,0.1,adversarial,0
24,0.5129166666666667,0.2,0.2,adversarial,0
25,0.43083333333333335,0.2,0.3,adversarial,0
26,0.356875,0.2,0.4,adversarial,0
27,0.28729166666666667,0.2,0.5,adversarial,0
28,0.23020833333333332,0.2,0.6,adversarial,0
29,0.17708333333333334,0.2,0.7,adversarial,0
30,0.13041666666666665,0.2,0.8,adversarial,0
31,0.09395833333333334,0.2,0.9,adversarial,0
32,0.0625,0.2,1.0,adversarial,0
33,0.6589583333333333,0.3,0.0,adversarial,0
34,0.5775,0.3,0.1,adversarial,0
35,0.49041666666666667,0.3,0.2,adversarial,0
36,0.40208333333333335,0.3,0.3,adversarial,0
37,0.31895833333333334,0.3,0.4,adversarial,0
38,0.24854166666666666,0.3,0.5,adversarial,0
39,0.18916666666666668,0.3,0.6,adversarial,0
40,0.14291666666666666,0.3,0.7,adversarial,0
41,0.1025,0.3,0.8,adversarial,0
42,0.06875,0.3,0.9,adversarial,0
43,0.04583333333333333,0.3,1.0,adversarial,0
44,0.6604166666666667,0.4,0.0,adversarial,0
45,0.5666666666666667,0.4,0.1,adversarial,0
46,0.4739583333333333,0.4,0.2,adversarial,0
47,0.38104166666666667,0.4,0.3,adversarial,0
48,0.2947916666666667,0.4,0.4,adversarial,0
49,0.22020833333333334,0.4,0.5,adversarial,0
50,0.16333333333333333,0.4,0.6,adversarial,0
51,0.118125,0.4,0.7,adversarial,0
52,0.08375,0.4,0.8,adversarial,0
53,0.05541666666666667,0.4,0.9,adversarial,0
54,0.032916666666666664,0.4,1.0,adversarial,0
55,0.6654166666666667,0.5,0.0,adversarial,0
56,0.561875,0.5,0.1,adversarial,0
57,0.45958333333333334,0.5,0.2,adversarial,0
58,0.36354166666666665,0.5,0.3,adversarial,0
59,0.27958333333333335,0.5,0.4,adversarial,0
60,0.20458333333333334,0.5,0.5,adversarial,0
61,0.14625,0.5,0.6,adversarial,0
62,0.10041666666666667,0.5,0.7,adversarial,0
63,0.06833333333333333,0.5,0.8,adversarial,0
64,0.04541666666666667,0.5,0.9,adversarial,0
65,0.024166666666666666,0.5,1.0,adversarial,0
66,0.665625,0.6,0.0,adversarial,0
67,0.5564583333333334,0.6,0.1,adversarial,0
68,0.44895833333333335,0.6,0.2,adversarial,0
69,0.35520833333333335,0.6,0.3,adversarial,0
70,0.270625,0.6,0.4,adversarial,0
71,0.19395833333333334,0.6,0.5,adversarial,0
72,0.1325,0.6,0.6,adversarial,0
73,0.09145833333333334,0.6,0.7,adversarial,0
74,0.058333333333333334,0.6,0.8,adversarial,0
75,0.03666666666666667,0.6,0.9,adversarial,0
76,0.018333333333333333,0.6,1.0,adversarial,0
77,0.665,0.7,0.0,adversarial,0
78,0.5533333333333333,0.7,0.1,adversarial,0
79,0.4425,0.7,0.2,adversarial,0
80,0.3475,0.7,0.3,adversarial,0
81,0.2604166666666667,0.7,0.4,adversarial,0
82,0.18416666666666667,0.7,0.5,adversarial,0
83,0.12291666666666666,0.7,0.6,adversarial,0
84,0.08375,0.7,0.7,adversarial,0
85,0.05291666666666667,0.7,0.8,adversarial,0
86,0.030625,0.7,0.9,adversarial,0
87,0.013958333333333333,0.7,1.0,adversarial,0
88,0.6625,0.8,0.0,adversarial,0
89,0.548125,0.8,0.1,adversarial,0
90,0.43854166666666666,0.8,0.2,adversarial,0
91,0.34125,0.8,0.3,adversarial,0
92,0.254375,0.8,0.4,adversarial,0
93,0.18145833333333333,0.8,0.5,adversarial,0
94,0.12083333333333333,0.8,0.6,adversarial,0
95,0.07645833333333334,0.8,0.7,adversarial,0
96,0.04770833333333333,0.8,0.8,adversarial,0
97,0.02666666666666667,0.8,0.9,adversarial,0
98,0.010208333333333333,0.8,1.0,adversarial,0
99,0.6625,0.9,0.0,adversarial,0
100,0.5483333333333333,0.9,0.1,adversarial,0
101,0.435625,0.9,0.2,adversarial,0
102,0.33729166666666666,0.9,0.3,adversarial,0
103,0.24979166666666666,0.9,0.4,adversarial,0
104,0.17875,0.9,0.5,adversarial,0
105,0.11729166666666667,0.9,0.6,adversarial,0
106,0.07291666666666667,0.9,0.7,adversarial,0
107,0.045625,0.9,0.8,adversarial,0
108,0.023541666666666666,0.9,0.9,adversarial,0
109,0.007916666666666667,0.9,1.0,adversarial,0
110,0.6625,1.0,0.0,adversarial,0
111,0.5464583333333334,1.0,0.1,adversarial,0
112,0.43416666666666665,1.0,0.2,adversarial,0
113,0.335,1.0,0.3,adversarial,0
114,0.24833333333333332,1.0,0.4,adversarial,0
115,0.175,1.0,0.5,adversarial,0
116,0.115,1.0,0.6,adversarial,0
117,0.07125,1.0,0.7,adversarial,0
118,0.042291666666666665,1.0,0.8,adversarial,0
119,0.021875,1.0,0.9,adversarial,0
120,0.007083333333333333,1.0,1.0,adversarial,0
