,dist0,dist_01,dist_02,dist_03,dist_04,dist_05
0,112.8885460455397,42.03869383827868,33.1212098344047,27.86169997778671,27.584426966789383,22.850790224793553
1,90.88882462853027,58.35190920688687,50.82297471664336,42.21489176511726,39.14108068653055,29.59257890990677
2,101.85116790035592,61.592448161729266,51.49408830843417,41.15661256068222,38.3480975887562,28.655540963805816
3,106.77351376727832,53.45175558050261,43.038981390578854,35.08409295472928,33.41712553493396,25.24537289370776
4,86.36536652773263,60.53993295900625,53.00498572127963,42.822324946356154,40.77772454686152,30.064070976250637
5,87.3223130126545,58.163847032930576,51.95961304078136,43.233747853540834,41.116194090986795,30.8372619683306
6,106.1583523366535,58.37680054171111,51.69183670032241,42.533212900096125,40.91078490770639,30.59837577136157
7,78.85700222632242,49.957177501286814,41.65052485906623,34.57637537211275,31.97712817596148,25.58441018536451
8,101.45443322910639,58.07474579156445,48.964328987308974,39.7576244998011,37.729992961254155,27.40683272392371
9,108.94065180591595,63.245150630293296,52.17343555765586,42.30520791037897,39.13627739084411,30.474317515339155
10,107.15673429374701,63.54696660284089,52.6690085380584,41.41979761998227,38.344644473735144,29.304692511877413
11,94.30262778334162,50.6642309350791,43.421115830111525,35.97231604072097,35.707725499275575,27.144926841190888
12,110.8130934224387,65.61547707346804,54.56275080796383,44.305434789454566,42.20121282583548,31.509485627696264
13,93.98154997670666,61.272626396917694,53.75167577701219,43.48285851551238,40.30332001121362,31.139224125814945
14,102.83365511291946,61.97015352682772,53.154323394747706,42.38700237512482,39.81092035474749,31.20598694419928
15,96.22416540914823,55.28030813819336,45.59523550958815,36.69693223393741,34.0415746155391,27.09428081954593
16,100.98108701222168,60.25857577826623,50.039779645259586,41.10684668266423,37.59238753388333,29.83082388275685
17,81.57325473331694,54.38149364630829,46.895262991931126,38.97762059833361,36.76730930048756,28.129013667340104
18,120.55990047260667,70.63104465274976,58.450683389672896,47.00093097401864,41.88906040220958,31.174886602338383
19,101.3409452813879,62.52360829172076,50.80098958260028,41.282817021039854,39.68141952259279,29.2551098617425
20,102.2877861393777,63.62152940303095,54.12633228584515,45.0743108975818,42.699685970625985,32.6720763384228
21,126.98667933143665,62.700452895272576,50.68987264524992,40.94628780807728,38.8339246732973,29.71843129543359
22,89.11739819017404,59.599541487226965,49.45289276544123,39.74650708601844,36.78256227904976,28.04284624946591
23,119.83076280445901,67.82973149318707,53.50887473040672,42.726844556502876,39.37684068108318,29.21989904958747
24,126.8786098213993,71.65055872504763,57.92121691963443,45.64134411643761,41.80214707501799,30.901921979897033
25,98.95633225896383,62.7419780022178,51.78519558218082,41.202941082834485,39.149168806517324,28.70125124242521
26,118.64859144430187,59.26175485152334,48.84260603729249,39.93219016930722,36.73889736880889,28.560305127208572
27,99.46535936767295,55.43246737963752,47.3152673590757,38.41019428854394,36.06835442587005,28.2135601037421
28,93.61081655179106,61.577970005674025,50.21161876352221,39.28406003834653,36.453970983321824,27.076820676365138
29,110.89814686928193,67.44886225630339,55.00694941865238,43.1348916795174,39.86830239126873,28.83635843143116
30,109.18395097909658,71.8653878971298,61.447333520485024,49.522069447337465,45.828972324486095,33.68326948041589
31,89.61343645387774,69.98225369471729,62.52439977295638,51.69630293890002,48.14651461973616,36.108732100840896
32,102.25001721391465,71.44909179572842,61.53054257989377,49.41877053932975,45.89623181600738,33.6390628785217
33,100.36084421421832,63.56264850762179,53.3537878222687,42.81945549503311,39.16755719212656,29.25937816468739
34,84.7826460687164,64.24295208644246,56.472129317039794,45.960278944410746,43.76794591155584,31.56716252179126
35,102.30156509509533,63.465623799528835,52.90495470630383,43.59871743574533,41.5630032904574,30.38738293768068
36,119.59001095796246,68.82904920192246,55.617296908910326,43.67064255008844,42.86162834934689,31.144501739361118
37,77.38110814918589,57.88393252953959,49.17305891755833,39.845928970563584,37.94831153943255,27.852284841821934
38,111.4557350098152,70.10059344792028,56.6898324154065,45.16594542621338,42.59860206946166,30.416314671329378
39,120.7623422003834,62.58130178409833,50.6459843723541,41.61587334236136,38.95976924524281,29.458571419884787
40,95.07312738871138,60.73471619360599,50.75968680504311,40.6640338488472,38.17084518192667,28.968192811448173
41,105.98740137316217,67.91704907568605,56.20972005471824,45.289835275757554,41.86862319038258,31.55772581878977
42,107.7481796394025,60.681140994302496,49.32404888745013,39.53440788677535,37.51518899169713,27.699300297129327
43,80.1624865575942,58.12173654609003,49.36696710630012,39.31380407400162,37.25488810944388,28.65919739445602
44,91.81188133027084,58.26424577312857,48.70232949076406,39.490384318964175,36.65534174639153,27.399688795792397
