,acc,alpha,epsilon,kind,temperature
0,0.66125,0.0,0.0,adversarial,0
1,0.5327083333333333,0.0,0.1,adversarial,0
2,0.415625,0.0,0.2,adversarial,0
3,0.3122916666666667,0.0,0.3,adversarial,0
4,0.22666666666666666,0.0,0.4,adversarial,0
5,0.153125,0.0,0.5,adversarial,0
6,0.0975,0.0,0.6,adversarial,0
7,0.055625,0.0,0.7,adversarial,0
8,0.025,0.0,0.8,adversarial,0
9,0.005833333333333334,0.0,0.9,adversarial,0
10,0.0,0.0,1.0,adversarial,0
11,0.6589583333333333,0.1,0.0,adversarial,0
12,0.595,0.1,0.1,adversarial,0
13,0.5364583333333334,0.1,0.2,adversarial,0
14,0.47375,0.1,0.3,adversarial,0
15,0.409375,0.1,0.4,adversarial,0
16,0.350625,0.1,0.5,adversarial,0
17,0.28583333333333333,0.1,0.6,adversarial,0
18,0.22041666666666668,0.1,0.7,adversarial,0
19,0.16729166666666667,0.1,0.8,adversarial,0
20,0.12666666666666668,0.1,0.9,adversarial,0
21,0.088125,0.1,1.0,adversarial,0
22,0.6554166666666666,0.2,0.0,adversarial,0
23,0.5814583333333333,0.2,0.1,adversarial,0
24,0.5104166666666666,0.2,0.2,adversarial,0
25,0.4322916666666667,0.2,0.3,adversarial,0
26,0.3614583333333333,0.2,0.4,adversarial,0
27,0.29020833333333335,0.2,0.5,adversarial,0
28,0.22229166666666667,0.2,0.6,adversarial,0
29,0.17104166666666668,0.2,0.7,adversarial,0
30,0.12875,0.2,0.8,adversarial,0
31,0.09020833333333333,0.2,0.9,adversarial,0
32,0.05645833333333333,0.2,1.0,adversarial,0
33,0.6572916666666667,0.3,0.0,adversarial,0
34,0.5727083333333334,0.3,0.1,adversarial,0
35,0.4839583333333333,0.3,0.2,adversarial,0
36,0.4033333333333333,0.3,0.3,adversarial,0
37,0.31875,0.3,0.4,adversarial,0
38,0.24583333333333332,0.3,0.5,adversarial,0
39,0.1825,0.3,0.6,adversarial,0
40,0.13854166666666667,0.3,0.7,adversarial,0
41,0.09833333333333333,0.3,0.8,adversarial,0
42,0.06395833333333334,0.3,0.9,adversarial,0
43,0.03854166666666667,0.3,1.0,adversarial,0
44,0.6585416666666667,0.4,0.0,adversarial,0
45,0.5652083333333333,0.4,0.1,adversarial,0
46,0.46791666666666665,0.4,0.2,adversarial,0
47,0.38,0.4,0.3,adversarial,0
48,0.2925,0.4,0.4,adversarial,0
49,0.21729166666666666,0.4,0.5,adversarial,0
50,0.15875,0.4,0.6,adversarial,0
51,0.11375,0.4,0.7,adversarial,0
52,0.078125,0.4,0.8,adversarial,0
53,0.04875,0.4,0.9,adversarial,0
54,0.027916666666666666,0.4,1.0,adversarial,0
55,0.6572916666666667,0.5,0.0,adversarial,0
56,0.554375,0.5,0.1,adversarial,0
57,0.45770833333333333,0.5,0.2,adversarial,0
58,0.3570833333333333,0.5,0.3,adversarial,0
59,0.2704166666666667,0.5,0.4,adversarial,0
60,0.1975,0.5,0.5,adversarial,0
61,0.14208333333333334,0.5,0.6,adversarial,0
62,0.09729166666666667,0.5,0.7,adversarial,0
63,0.060833333333333336,0.5,0.8,adversarial,0
64,0.03625,0.5,0.9,adversarial,0
65,0.019583333333333335,0.5,1.0,adversarial,0
66,0.6579166666666667,0.6,0.0,adversarial,0
67,0.5525,0.6,0.1,adversarial,0
68,0.4477083333333333,0.6,0.2,adversarial,0
69,0.345625,0.6,0.3,adversarial,0
70,0.25854166666666667,0.6,0.4,adversarial,0
71,0.185625,0.6,0.5,adversarial,0
72,0.129375,0.6,0.6,adversarial,0
73,0.08520833333333333,0.6,0.7,adversarial,0
74,0.05291666666666667,0.6,0.8,adversarial,0
75,0.030208333333333334,0.6,0.9,adversarial,0
76,0.015625,0.6,1.0,adversarial,0
77,0.6620833333333334,0.7,0.0,adversarial,0
78,0.548125,0.7,0.1,adversarial,0
79,0.4429166666666667,0.7,0.2,adversarial,0
80,0.3383333333333333,0.7,0.3,adversarial,0
81,0.25145833333333334,0.7,0.4,adversarial,0
82,0.18020833333333333,0.7,0.5,adversarial,0
83,0.12041666666666667,0.7,0.6,adversarial,0
84,0.07583333333333334,0.7,0.7,adversarial,0
85,0.045208333333333336,0.7,0.8,adversarial,0
86,0.024791666666666667,0.7,0.9,adversarial,0
87,0.011041666666666667,0.7,1.0,adversarial,0
88,0.6577083333333333,0.8,0.0,adversarial,0
89,0.541875,0.8,0.1,adversarial,0
90,0.43666666666666665,0.8,0.2,adversarial,0
91,0.33125,0.8,0.3,adversarial,0
92,0.24375,0.8,0.4,adversarial,0
93,0.17458333333333334,0.8,0.5,adversarial,0
94,0.11604166666666667,0.8,0.6,adversarial,0
95,0.07083333333333333,0.8,0.7,adversarial,0
96,0.03979166666666667,0.8,0.8,adversarial,0
97,0.022083333333333333,0.8,0.9,adversarial,0
98,0.008541666666666666,0.8,1.0,adversarial,0
99,0.6552083333333333,0.9,0.0,adversarial,0
100,0.54125,0.9,0.1,adversarial,0
101,0.42916666666666664,0.9,0.2,adversarial,0
102,0.3260416666666667,0.9,0.3,adversarial,0
103,0.238125,0.9,0.4,adversarial,0
104,0.171875,0.9,0.5,adversarial,0
105,0.11395833333333333,0.9,0.6,adversarial,0
106,0.06604166666666667,0.9,0.7,adversarial,0
107,0.036458333333333336,0.9,0.8,adversarial,0
108,0.018541666666666668,0.9,0.9,adversarial,0
109,0.007291666666666667,0.9,1.0,adversarial,0
110,0.6554166666666666,1.0,0.0,adversarial,0
111,0.5410416666666666,1.0,0.1,adversarial,0
112,0.43041666666666667,1.0,0.2,adversarial,0
113,0.321875,1.0,0.3,adversarial,0
114,0.235,1.0,0.4,adversarial,0
115,0.16875,1.0,0.5,adversarial,0
116,0.11083333333333334,1.0,0.6,adversarial,0
117,0.06333333333333334,1.0,0.7,adversarial,0
118,0.035625,1.0,0.8,adversarial,0
119,0.0175,1.0,0.9,adversarial,0
120,0.005833333333333334,1.0,1.0,adversarial,0
