,acc,alpha,attack_method,epsilon,label,smoothing_method,temperature
0,0.8667496886674969,0.0,FGSM,0.0,0,standard,
1,0.9237449692861682,0.0,FGSM,0.0,1,standard,
2,0.9181180140369118,0.0,FGSM,0.0,2,standard,
3,0.8212396069538926,0.0,FGSM,0.0,3,standard,
4,0.8911359724612736,0.0,FGSM,0.0,4,standard,
5,0.8463624039765025,0.0,FGSM,0.0,5,standard,
6,0.8427397260273972,0.0,FGSM,0.0,6,standard,
7,0.8768817204301075,0.0,FGSM,0.0,7,standard,
8,0.7851511169513797,0.0,FGSM,0.0,8,standard,
9,0.8528610354223434,0.0,FGSM,0.0,9,standard,
10,0.8745838881491345,0.0,FGSM,0.0,10,standard,
11,0.22042341220423411,0.0,FGSM,0.024999999999999998,0,standard,
12,0.32408388053378523,0.0,FGSM,0.024999999999999998,1,standard,
13,0.24486612945152067,0.0,FGSM,0.024999999999999998,2,standard,
14,0.15154950869236583,0.0,FGSM,0.024999999999999998,3,standard,
15,0.2452667814113597,0.0,FGSM,0.024999999999999998,4,standard,
16,0.1192950745594216,0.0,FGSM,0.024999999999999998,5,standard,
17,0.1852054794520548,0.0,FGSM,0.024999999999999998,6,standard,
18,0.2629032258064516,0.0,FGSM,0.024999999999999998,7,standard,
19,0.08081471747700394,0.0,FGSM,0.024999999999999998,8,standard,
20,0.19686648501362397,0.0,FGSM,0.024999999999999998,9,standard,
21,0.22053928095872172,0.0,FGSM,0.024999999999999998,10,standard,
22,0.15006226650062265,0.0,FGSM,0.049999999999999996,0,standard,
23,0.38063969497987715,0.0,FGSM,0.049999999999999996,1,standard,
24,0.1528463737977645,0.0,FGSM,0.049999999999999996,2,standard,
25,0.10695389266817838,0.0,FGSM,0.049999999999999996,3,standard,
26,0.2082616179001721,0.0,FGSM,0.049999999999999996,4,standard,
27,0.0763669227293267,0.0,FGSM,0.049999999999999996,5,standard,
28,0.14684931506849316,0.0,FGSM,0.049999999999999996,6,standard,
29,0.239247311827957,0.0,FGSM,0.049999999999999996,7,standard,
30,0.042706964520367936,0.0,FGSM,0.049999999999999996,8,standard,
31,0.16961852861035423,0.0,FGSM,0.049999999999999996,9,standard,
32,0.19095372836218374,0.0,FGSM,0.049999999999999996,10,standard,
33,0.2658779576587796,0.0,FGSM,0.075,0,standard,
34,0.5452234696038974,0.0,FGSM,0.075,1,standard,
35,0.3173901741616844,0.0,FGSM,0.075,2,standard,
36,0.2471655328798186,0.0,FGSM,0.075,3,standard,
37,0.38209982788296043,0.0,FGSM,0.075,4,standard,
38,0.18346136466335292,0.0,FGSM,0.075,5,standard,
39,0.24164383561643835,0.0,FGSM,0.075,6,standard,
40,0.3844086021505376,0.0,FGSM,0.075,7,standard,
41,0.11300919842312747,0.0,FGSM,0.075,8,standard,
42,0.32697547683923706,0.0,FGSM,0.075,9,standard,
43,0.331974034620506,0.0,FGSM,0.075,10,standard,
44,0.42403486924034867,0.0,FGSM,0.09999999999999999,0,standard,
45,0.6882016521923321,0.0,FGSM,0.09999999999999999,1,standard,
46,0.5482193917338185,0.0,FGSM,0.09999999999999999,2,standard,
47,0.42214663643235073,0.0,FGSM,0.09999999999999999,3,standard,
48,0.5843373493975904,0.0,FGSM,0.09999999999999999,4,standard,
49,0.3488477180298238,0.0,FGSM,0.09999999999999999,5,standard,
50,0.40328767123287673,0.0,FGSM,0.09999999999999999,6,standard,
51,0.5284946236559139,0.0,FGSM,0.09999999999999999,7,standard,
52,0.25098554533508544,0.0,FGSM,0.09999999999999999,8,standard,
53,0.5136239782016349,0.0,FGSM,0.09999999999999999,9,standard,
54,0.5052013981358189,0.0,FGSM,0.09999999999999999,10,standard,
55,0.5828144458281445,0.0,FGSM,0.12499999999999999,0,standard,
56,0.7919932217750476,0.0,FGSM,0.12499999999999999,1,standard,
57,0.7052248505328828,0.0,FGSM,0.12499999999999999,2,standard,
58,0.5687830687830688,0.0,FGSM,0.12499999999999999,3,standard,
59,0.7129948364888123,0.0,FGSM,0.12499999999999999,4,standard,
60,0.5214640759150474,0.0,FGSM,0.12499999999999999,5,standard,
61,0.5495890410958905,0.0,FGSM,0.12499999999999999,6,standard,
62,0.6586021505376344,0.0,FGSM,0.12499999999999999,7,standard,
63,0.38699080157687255,0.0,FGSM,0.12499999999999999,8,standard,
64,0.6478201634877384,0.0,FGSM,0.12499999999999999,9,standard,
65,0.6438082556591211,0.0,FGSM,0.12499999999999999,10,standard,
66,0.6905354919053549,0.0,FGSM,0.15,0,standard,
67,0.8525736072865918,0.0,FGSM,0.15,1,standard,
68,0.8032232908760073,0.0,FGSM,0.15,2,standard,
69,0.6636432350718064,0.0,FGSM,0.15,3,standard,
70,0.7913080895008606,0.0,FGSM,0.15,4,standard,
71,0.6561229100768188,0.0,FGSM,0.15,5,standard,
72,0.6821917808219178,0.0,FGSM,0.15,6,standard,
73,0.7478494623655914,0.0,FGSM,0.15,7,standard,
74,0.5367936925098554,0.0,FGSM,0.15,8,standard,
75,0.723433242506812,0.0,FGSM,0.15,9,standard,
76,0.7400965379494008,0.0,FGSM,0.15,10,standard,
77,0.7484433374844334,0.0,FGSM,0.175,0,standard,
78,0.8860410929887735,0.0,FGSM,0.175,1,standard,
79,0.853392253704185,0.0,FGSM,0.175,2,standard,
80,0.717687074829932,0.0,FGSM,0.175,3,standard,
81,0.8261617900172117,0.0,FGSM,0.175,4,standard,
82,0.7311342069588793,0.0,FGSM,0.175,5,standard,
83,0.7380821917808219,0.0,FGSM,0.175,6,standard,
84,0.8032258064516129,0.0,FGSM,0.175,7,standard,
